csv_row_index,merged_row_index,match_flag,recovered_years_joined,Seller Link,Store Name,Year Joined,Total Products,Rating,Review Count,Followers,Total Revenue,Total Review,1 Start,2 Start,3 Start,4 Start,5 Start
0,0,,9,https://tiki.vn/cua-hang/cong-nghe-viet?source_screen=product_detail&source_engine=organic,Công Nghệ Việt,2017,63,4.4,21000,1700,99846090,6921.0,292.0,123.0,293.0,1107.0,5106.0
1,1,,3,https://tiki.vn/cua-hang/lynu-store?source_screen=product_detail&source_engine=organic,LYNU STORE,2023,348,4.3,87,56,8801050,18.0,2.0,0.0,2.0,3.0,11.0
2,2,,7,https://tiki.vn/cua-hang/kho-si-cong-nghe?source_screen=product_detail&source_engine=organic,KHO SỈ CÔNG NGHỆ,2019,518,4.4,3200,834,161314611,1192.0,63.0,26.0,17.0,181.0,905.0
3,3,,7,https://tiki.vn/cua-hang/telovietnam?source_screen=product_detail&source_engine=organic,Telovietnam,2019,2000,3.9,620,366,157896050,149.0,27.0,3.0,8.0,28.0,83.0
4,4,,5,https://tiki.vn/cua-hang/rem-che-nang-thiet-ke-theo-xe-mroto?source_screen=product_detail&source_engine=organic,Rèm Che Nắng Thiết Kế Theo Xe MrÔTÔ,2021,282,4.4,93,36,1506000,75.0,4.0,2.0,2.0,18.0,49.0
5,5,,5,https://tiki.vn/cua-hang/homes-store?source_screen=product_detail&source_engine=organic,HOMES STORE,2021,302,4.7,1500,4700,91669090,870.0,14.0,7.0,12.0,112.0,725.0
6,6,,7,https://tiki.vn/cua-hang/mai-lee-house?source_screen=product_detail&source_engine=organic,Mai Lee House,2019,274,4.5,11000,1700,15554481,6725.0,195.0,91.0,333.0,1441.0,4665.0
7,7,,4,https://tiki.vn/cua-hang/vascara-offical-store?source_screen=product_detail&source_engine=organic,VASCARA OFFICIAL STORE,2022,184,4.8,130,3600,3180000,2.0,0.0,0.0,0.0,0.0,2.0
8,8,,7,https://tiki.vn/cua-hang/danido-store?source_screen=product_detail&source_engine=organic,Danido Store,2019,110,4.5,17000,3500,92139500,13723.0,424.0,234.0,566.0,2630.0,9869.0
9,9,,6,https://tiki.vn/cua-hang/brother-official-store?source_screen=product_detail&source_engine=organic,Brother Official Store,2020,43,4.7,919,2600,4148500,370.0,11.0,0.0,4.0,31.0,324.0
10,10,,5,https://tiki.vn/cua-hang/bopvidapandago?source_screen=product_detail&source_engine=organic,BopvidaPandago,2021,39,4.3,11,8,0,4.0,0.0,0.0,0.0,1.0,3.0
11,11,,5,https://tiki.vn/cua-hang/giay-huy-hoang?source_screen=product_detail&source_engine=organic,Giày Huy Hoàng,2021,558,4.3,17,41,1019500,13.0,0.0,0.0,0.0,5.0,8.0
12,12,,4,https://tiki.vn/cua-hang/vali-va-phu-kien-do-da?source_screen=product_detail&source_engine=organic,VaLi Và Phụ Kiện Đồ Da,2022,182,5.0,3,4,0,3.0,0.0,0.0,0.0,0.0,3.0
13,13,,8,https://tiki.vn/cua-hang/minh-tho-petshop?source_screen=product_detail&source_engine=organic,minh tho petshop,2018,226,4.6,2800,340,11467000,1438.0,34.0,13.0,41.0,189.0,1161.0
14,14,,8,https://tiki.vn/cua-hang/do-gia-dung-nha-bep-bang-go?source_screen=product_detail&source_engine=organic,Đồ gia dụng nhà bếp bằng gỗ,2018,178,4.7,1600,427,2750500,1466.0,34.0,11.0,41.0,223.0,1157.0
15,15,,5,https://tiki.vn/cua-hang/icybernet?source_screen=product_detail&source_engine=organic,iCybernet Official Store,2021,52,4.6,9500,6200,68579456,4851.0,171.0,49.0,138.0,680.0,3813.0
16,16,,5,https://tiki.vn/cua-hang/arctic-hunter-store?source_screen=product_detail&source_engine=organic,Arctic Hunter Store,2021,55,4.9,2100,819,1234000,1384.0,9.0,1.0,4.0,57.0,1313.0
17,17,,8,https://tiki.vn/cua-hang/kavi-store?source_screen=product_detail&source_engine=organic,KAVI STORE,2018,113,4.5,209,35,980000,100.0,7.0,0.0,4.0,13.0,76.0
18,18,,8,https://tiki.vn/cua-hang/cham-soc-xe-yeu?source_screen=product_detail&source_engine=organic,Chăm sóc xế yêu,2018,2000,4.2,11000,982,61677462,5527.0,408.0,178.0,335.0,1316.0,3290.0
19,19,,9,https://tiki.vn/cua-hang/bee-gee-shop?source_screen=product_detail&source_engine=organic,BEE GEE SHOP,2017,2000,4.2,1600,1300,36346975,948.0,90.0,23.0,42.0,202.0,591.0
20,20,,9,https://tiki.vn/cua-hang/tiki-trading?source_screen=product_detail&source_engine=organic,Tiki Trading,2017,2000,4.7,5500000,507700,47561531894,617316.0,7641.0,4078.0,10182.0,58902.0,537485.0
21,21,,7,https://tiki.vn/cua-hang/tadashimi?source_screen=product_detail&source_engine=organic,Tadashimi,2019,257,4.6,1300,96,2815900,966.0,36.0,7.0,29.0,137.0,757.0
22,22,,6,https://tiki.vn/cua-hang/sk-food?source_screen=product_detail&source_engine=organic,SK FOOD,2020,120,4.4,6300,2000,8639350,5873.0,293.0,147.0,336.0,1176.0,3921.0
23,23,,7,https://tiki.vn/cua-hang/dona-thoi-trang?source_screen=product_detail&source_engine=organic,DONA Thời Trang,2019,910,4.2,3500,718,7758000,1412.0,82.0,37.0,106.0,326.0,861.0
24,24,,9,https://tiki.vn/cua-hang/lata?source_screen=product_detail&source_engine=organic,LATA OFFICIAL,2017,483,4.7,14000,20200,27131400,4181.0,38.0,23.0,73.0,545.0,3502.0
25,25,,8,https://tiki.vn/cua-hang/aucosta?source_screen=product_detail&source_engine=organic,AUCOSTA,2018,1162,4.5,11000,1900,56941800,6985.0,257.0,125.0,363.0,1104.0,5136.0
26,26,,5,https://tiki.vn/cua-hang/logitech-official-store?source_screen=product_detail&source_engine=organic,Logitech Official Store,2021,131,4.8,5100,6300,403180910,3833.0,66.0,21.0,42.0,300.0,3404.0
27,27,,5,https://tiki.vn/cua-hang/3m-automotive-official?source_screen=product_detail&source_engine=organic,3M Automotive Official,2021,42,4.7,1500,1500,7587600,1000.0,21.0,6.0,23.0,142.0,808.0
28,28,,6,https://tiki.vn/cua-hang/thuy-duong-93?source_screen=product_detail&source_engine=organic,Trầm Hương HÀ XÁ,2020,56,4.8,1800,370,2052700,952.0,7.0,2.0,6.0,84.0,853.0
29,29,,7,https://tiki.vn/cua-hang/bobo-store?source_screen=product_detail&source_engine=organic,BoBo Store,2019,18,4.6,733,290,350000,185.0,4.0,3.0,9.0,30.0,139.0
30,30,,7,https://tiki.vn/cua-hang/luckky-shop?source_screen=product_detail&source_engine=organic,Luckky Shop,2019,242,4.5,8400,591,26469700,637.0,28.0,14.0,26.0,115.0,454.0
31,31,,5,https://tiki.vn/cua-hang/tokdodo?source_screen=product_detail&source_engine=organic,TOKDODO Official Store,2021,208,4.8,533,45,4994994,484.0,7.0,3.0,9.0,51.0,414.0
32,32,,8,https://tiki.vn/cua-hang/hoang-hai-store?source_screen=product_detail&source_engine=organic,Hoàng Hải Store,2018,369,4.5,2000,252,2151546840,1932.0,97.0,26.0,95.0,314.0,1400.0
33,33,,7,https://tiki.vn/cua-hang/non-bao-hiem-halo-phuot?source_screen=product_detail&source_engine=organic,Nón Bảo Hiểm Halo Phượt,2019,231,4.7,3200,1600,755720500,2359.0,35.0,13.0,54.0,382.0,1875.0
34,34,,5,https://tiki.vn/cua-hang/sieu-thi-duc-viet?source_screen=product_detail&source_engine=organic,Siêu Thị Đức Việt,2021,1251,4.5,791,110,1413692986,699.0,51.0,9.0,13.0,98.0,528.0
35,35,,6,https://tiki.vn/cua-hang/moon-jewelry?source_screen=product_detail&source_engine=organic,MOON Jewelry,2020,191,4.7,114,0,0,19.0,0.0,0.0,0.0,4.0,15.0
36,36,,6,https://tiki.vn/cua-hang/navi-smarthouse?source_screen=product_detail&source_engine=organic,Navi-smartHouse,2020,62,4.6,371,77,2434000,234.0,11.0,3.0,4.0,24.0,192.0
37,37,,6,https://tiki.vn/cua-hang/shop-thao-duoc?source_screen=product_detail&source_engine=organic,Shop Thảo Dược,2020,64,4.7,1600,498,3820000,873.0,11.0,8.0,12.0,122.0,720.0
38,38,,7,https://tiki.vn/cua-hang/hanoimart?source_screen=product_detail&source_engine=organic,hanoimart,2019,1513,4.7,6900,772,7060404662,6108.0,163.0,48.0,126.0,926.0,4845.0
39,39,,7,https://tiki.vn/cua-hang/sieu-thi-tui-vai?source_screen=product_detail&source_engine=organic,SIÊU THỊ TÚI VẢI,2019,29,4.8,3000,746,3097000,1243.0,3.0,2.0,12.0,88.0,1138.0
40,40,,7,https://tiki.vn/cua-hang/ivo?source_screen=product_detail&source_engine=organic,IVO,2019,13,4.6,189,20,410795,42.0,2.0,1.0,0.0,5.0,34.0
41,41,,6,https://tiki.vn/cua-hang/cuongtringuyen?source_screen=product_detail&source_engine=organic,CuongTriNguyen,2020,108,4.4,87,0,0,42.0,2.0,0.0,1.0,6.0,33.0
42,42,,4,https://tiki.vn/cua-hang/vien-thong-ha-nhung?source_screen=product_detail&source_engine=organic,Viễn thông Hà Nhung,2022,32,4.9,403,116,13436000,363.0,1.0,0.0,2.0,26.0,334.0
43,43,,5,https://tiki.vn/cua-hang/kmart-store?source_screen=product_detail&source_engine=organic,Kmart Store,2021,226,4.8,1700,295,683550300,1159.0,13.0,3.0,5.0,124.0,1014.0
44,44,,8,https://tiki.vn/cua-hang/huong-viet-dac-san-viet-nam?source_screen=product_detail&source_engine=organic,Hương Việt- Đặc sản Việt Nam,2018,62,4.8,877,1100,2636000,720.0,3.0,3.0,7.0,97.0,610.0
45,45,,7,https://tiki.vn/cua-hang/an-phat-computer-can-tho?source_screen=product_detail&source_engine=organic,AN PHAT COMPUTER,2019,2000,4.4,1400,664,46575720,590.0,41.0,8.0,17.0,69.0,455.0
46,46,,7,https://tiki.vn/cua-hang/ananshop688?source_screen=product_detail&source_engine=organic,Ananshop688,2019,660,4.5,6200,0,8728793100,6134.0,220.0,96.0,228.0,1200.0,4390.0
47,47,,7,https://tiki.vn/cua-hang/moon-fashion?source_screen=product_detail&source_engine=organic,Moon Fashion,2019,226,4.3,2200,541,4203000,749.0,30.0,20.0,45.0,159.0,495.0
48,48,,5,https://tiki.vn/cua-hang/the-gioi-non-store?source_screen=product_detail&source_engine=organic,Thế Giới Nón Store,2021,831,4.7,833,415,26569315,433.0,5.0,7.0,16.0,78.0,327.0
49,49,,7,https://tiki.vn/cua-hang/peace-mass?source_screen=product_detail&source_engine=organic,Hàng Tiêu Dùng Hữu Cơ Peace Mass,2019,70,4.7,498,886,0,3.0,0.0,0.0,0.0,0.0,3.0
50,50,,6,https://tiki.vn/cua-hang/tdbook?source_screen=product_detail&source_engine=organic,TDBOOK,2020,77,4.4,399,0,27406000,55.0,3.0,0.0,2.0,18.0,32.0
51,989,,7,https://tiki.vn/cua-hang/suthe?source_screen=product_detail&source_engine=organic,Suthe,2019,1,0.0,0,0,0,,,,,,
52,52,,4,https://tiki.vn/cua-hang/dien-tu-hi-end?source_screen=product_detail&source_engine=organic,Điện Tử HI-END,2022,2000,4.5,168,0,1183456,78.0,4.0,0.0,2.0,10.0,62.0
53,53,,5,https://tiki.vn/cua-hang/cua-hang-phuong-phuong?source_screen=product_detail&source_engine=organic,Cửa hàng Phương Phương,2021,103,3.8,451,84,11537167,30.0,3.0,0.0,1.0,2.0,24.0
54,54,,5,https://tiki.vn/cua-hang/nha-chip?source_screen=product_detail&source_engine=organic,Nhà Chíp,2021,120,4.6,3200,1000,23582140,1183.0,31.0,8.0,10.0,107.0,1027.0
55,55,,8,https://tiki.vn/cua-hang/thanh-binh-vinh-co?source_screen=product_detail&source_engine=organic,Thanh Bình Vinh Co.,2018,74,4.5,2200,617,9089696,1491.0,49.0,31.0,49.0,300.0,1062.0
56,56,,8,https://tiki.vn/cua-hang/idigo?source_screen=product_detail&source_engine=organic,IDIGO,2018,120,4.5,160,0,1660000,29.0,2.0,0.0,1.0,4.0,22.0
57,57,,8,https://tiki.vn/cua-hang/cong-ty-ky-nguyen?source_screen=product_detail&source_engine=organic,Công ty Kỷ Nguyên,2018,559,4.7,3800,538,4905000,1743.0,42.0,16.0,44.0,238.0,1403.0
58,58,,5,https://tiki.vn/cua-hang/tuan-yen-hcm?source_screen=product_detail&source_engine=organic,Tuấn Yến HCM,2021,1137,4.7,5600,2300,1704233600,4164.0,113.0,31.0,86.0,486.0,3448.0
59,59,,5,https://tiki.vn/cua-hang/nano-xclean?source_screen=product_detail&source_engine=organic,AHT Corp Official Store,2021,86,4.6,628,313,3331460,613.0,19.0,7.0,10.0,107.0,470.0
60,60,,9,https://tiki.vn/cua-hang/ngoc-quy-gemstones?source_screen=product_detail&source_engine=organic,Ngọc Quý Gemstones,2017,2000,4.6,2300,1900,45123500,1564.0,40.0,17.0,48.0,203.0,1256.0
61,61,,9,https://tiki.vn/cua-hang/hara-shop?source_screen=product_detail&source_engine=organic,HARASMALL,2017,143,4.2,6300,758,3163000,4617.0,225.0,132.0,378.0,1042.0,2840.0
62,62,,8,https://tiki.vn/cua-hang/ant-home?source_screen=product_detail&source_engine=organic,Ant home,2018,1293,4.1,7800,997,15178799,3654.0,286.0,129.0,303.0,635.0,2301.0
63,63,,7,https://tiki.vn/cua-hang/balonation?source_screen=product_detail&source_engine=organic,Balonation,2019,505,4.8,2300,3800,20237703,1478.0,15.0,10.0,28.0,180.0,1245.0
64,64,,6,https://tiki.vn/cua-hang/shopquyetnam?source_screen=product_detail&source_engine=organic,Shopquyetnam,2020,307,4.7,421,564,43474900,377.0,6.0,3.0,10.0,42.0,316.0
65,65,,7,https://tiki.vn/cua-hang/rlg-viet-nam?source_screen=product_detail&source_engine=organic,R.L.G VIỆT NAM,2019,68,4.9,72,0,783750,43.0,1.0,0.0,0.0,4.0,38.0
66,66,,5,https://tiki.vn/cua-hang/goi-y-te-chuyen-dung-yorokobihan?source_screen=product_detail&source_engine=organic,Gối ý tế chuyên dụng YOROKOBIHAN,2021,26,4.7,33,18,1758000,30.0,0.0,0.0,1.0,8.0,21.0
67,67,,7,https://tiki.vn/cua-hang/valentinocreations?source_screen=product_detail&source_engine=organic,Valentino Creations,2019,202,4.4,86,177,0,9.0,0.0,0.0,0.0,2.0,7.0
68,68,,5,https://tiki.vn/cua-hang/ama-store?source_screen=product_detail&source_engine=organic,AMA Store,2021,62,4.5,5700,8500,24492690,2952.0,141.0,58.0,86.0,392.0,2275.0
69,69,,8,https://tiki.vn/cua-hang/smy-tphcm?source_screen=product_detail&source_engine=organic,SMY (Tp.HCM),2018,842,4.5,9100,864,216452550,6966.0,228.0,101.0,308.0,1535.0,4794.0
70,70,,8,https://tiki.vn/cua-hang/silarus-thuong-hieu-tu-y?source_screen=product_detail&source_engine=organic,Silarus - Thương hiệu từ Ý,2018,4,4.8,287,86,5803670,190.0,0.0,1.0,2.0,15.0,172.0
71,71,,7,https://tiki.vn/cua-hang/lagihitech2?source_screen=product_detail&source_engine=organic,Lagihitech2,2019,154,4.8,19000,9300,87682000,6288.0,101.0,33.0,90.0,556.0,5508.0
72,72,,8,https://tiki.vn/cua-hang/huy-hoang-shop?source_screen=product_detail&source_engine=organic,Huy Hoang Official Store,2018,1388,4.5,1000,301,3444800,765.0,20.0,21.0,42.0,102.0,580.0
73,73,,5,https://tiki.vn/cua-hang/do-da-gence?source_screen=product_detail&source_engine=organic,Cửa Hàng Đồ Da Công Sở,2021,78,4.7,44,42,0,13.0,1.0,0.0,0.0,0.0,12.0
74,74,,6,https://tiki.vn/cua-hang/smarthome29?source_screen=product_detail&source_engine=organic,Smarthome29,2020,2000,4.3,21000,4000,145685906,10242.0,647.0,225.0,419.0,1861.0,7085.0
75,75,,7,https://tiki.vn/cua-hang/hang-tieu-dung-nhap-khau-shop?source_screen=product_detail&source_engine=organic,Hàng tiêu dùng nhập khẩu Shop,2019,791,4.5,2100,627,21669600,763.0,36.0,15.0,28.0,123.0,561.0
76,76,,9,https://tiki.vn/cua-hang/tuan-tu?source_screen=product_detail&source_engine=organic,Tuấn Tú Store,2017,260,4.5,8200,620,11364200,2551.0,72.0,28.0,87.0,392.0,1972.0
77,77,,4,https://tiki.vn/cua-hang/yaber-official-store?source_screen=product_detail&source_engine=organic,Yaber Official Store,2022,5,5.0,14,13,4248600,9.0,0.0,0.0,0.0,0.0,9.0
78,78,,5,https://tiki.vn/cua-hang/3m-official-store?source_screen=product_detail&source_engine=organic,3M Official Store,2021,47,4.8,468,2000,5314000,330.0,7.0,0.0,5.0,35.0,283.0
79,79,,7,https://tiki.vn/cua-hang/igea-noi-that-thong-minh?source_screen=product_detail&source_engine=organic,IGA Nội Thất Thông Minh,2019,193,4.5,28000,0,601450000,13067.0,547.0,270.0,606.0,2432.0,9212.0
80,80,,5,https://tiki.vn/cua-hang/honda-uy-nhiem-hoang-viet?source_screen=product_detail&source_engine=organic,Honda ủy nhiệm Hoàng Việt,2021,38,4.9,811,2100,759609000,36.0,1.0,0.0,0.0,1.0,34.0
81,81,,8,https://tiki.vn/cua-hang/sakos-official-store?source_screen=product_detail&source_engine=organic,SAKOS Official Store,2018,243,4.6,1300,1700,93379680,810.0,29.0,7.0,25.0,112.0,637.0
82,83,,5,https://tiki.vn/cua-hang/sieu-thi-dien-may-tu-son?source_screen=product_detail&source_engine=organic,Siêu Thị Điện Máy Từ Sơn,2021,467,4.7,208,116,8235550,89.0,2.0,1.0,1.0,11.0,74.0
83,84,,6,https://tiki.vn/cua-hang/phu-kien-store-76?source_screen=product_detail&source_engine=organic,Phụ Kiện Store 76,2020,640,4.4,15000,2500,38472719,1267.0,36.0,21.0,30.0,190.0,990.0
84,85,,8,https://tiki.vn/cua-hang/shoes-bigben?source_screen=product_detail&source_engine=organic,Shoes BIGBEN,2018,1188,4.5,5600,2700,25498000,3731.0,69.0,49.0,157.0,714.0,2742.0
85,86,,7,https://tiki.vn/cua-hang/toc-gia-forus?source_screen=product_detail&source_engine=organic,Tóc giả FORUS,2019,182,4.3,353,74,10005000,336.0,18.0,8.0,31.0,80.0,199.0
86,87,,5,https://tiki.vn/cua-hang/shop-toc-gia-nu-dep?source_screen=product_detail&source_engine=organic,SHOP TÓC GIẢ NỮ ĐẸP,2021,342,4.2,138,0,566000,133.0,14.0,2.0,9.0,26.0,82.0
87,88,,8,https://tiki.vn/cua-hang/mucar?source_screen=product_detail&source_engine=organic,MUCAR,2018,638,4.3,3200,3300,136638300,1086.0,48.0,20.0,58.0,238.0,722.0
88,89,,5,https://tiki.vn/cua-hang/binh-giu-nhiet-sg?source_screen=product_detail&source_engine=organic,Elemental Official Store,2021,127,4.7,113,260,4729000,99.0,2.0,1.0,0.0,11.0,85.0
89,90,,7,https://tiki.vn/cua-hang/the-gioi-san-pham?source_screen=product_detail&source_engine=organic,Thế giới sản phẩm,2019,936,4.2,4500,0,37992570,1267.0,76.0,36.0,63.0,224.0,868.0
90,91,,9,https://tiki.vn/cua-hang/kos-shop?source_screen=product_detail&source_engine=organic,KOS SHOP,2017,77,4.5,286,103,2962700,44.0,3.0,0.0,2.0,4.0,35.0
91,92,,3,https://tiki.vn/cua-hang/phu-kien-vtech?source_screen=product_detail&source_engine=organic,PHỤ KIỆN VTECH,2023,12,4.5,21,7,896500,9.0,0.0,0.0,0.0,0.0,9.0
92,93,,2,https://tiki.vn/cua-hang/phu-kien-linrui?source_screen=product_detail&source_engine=organic,Phụ Kiện Linrui,2024,106,4.0,53,0,3986330,52.0,8.0,1.0,3.0,13.0,27.0
93,94,,9,https://tiki.vn/cua-hang/rideplus?source_screen=product_detail&source_engine=organic,RidePlus,2017,296,4.6,2300,1200,39716991,658.0,19.0,7.0,16.0,94.0,522.0
94,95,,4,https://tiki.vn/cua-hang/nasi-store?source_screen=product_detail&source_engine=organic,NASI Store,2022,56,4.8,404,281,182000,171.0,2.0,1.0,1.0,19.0,148.0
95,96,,5,https://tiki.vn/cua-hang/deli-tools-official-store?source_screen=product_detail&source_engine=organic,DELI TOOLS OFFICIAL STORE,2021,106,4.6,2200,2200,737900,1839.0,48.0,17.0,31.0,318.0,1425.0
96,97,,7,https://tiki.vn/cua-hang/le-quang-store?source_screen=product_detail&source_engine=organic,Lê Quang Store,2019,133,4.6,324,286,0,1.0,0.0,0.0,0.0,0.0,1.0
97,98,,7,https://tiki.vn/cua-hang/saigio?source_screen=product_detail&source_engine=organic,SAIGIO,2019,71,4.8,314,755,5360932,296.0,2.0,2.0,1.0,35.0,256.0
98,99,,6,https://tiki.vn/cua-hang/jm-store?source_screen=product_detail&source_engine=organic,JM STORE,2020,14,4.7,4200,1000,7249000,3665.0,42.0,35.0,104.0,603.0,2881.0
99,100,,8,https://tiki.vn/cua-hang/balo-moi?source_screen=product_detail&source_engine=organic,BALO MỚI,2018,458,4.7,750,143,12428000,371.0,5.0,3.0,10.0,61.0,293.0
100,101,,5,https://tiki.vn/cua-hang/gang-tay-hoang-anh-sun?source_screen=product_detail&source_engine=organic,Găng tay Hoàng Anh Sun,2021,25,4.6,341,28,440000,192.0,5.0,2.0,4.0,34.0,147.0
101,102,,5,https://tiki.vn/cua-hang/khuon-viet?source_screen=product_detail&source_engine=organic,Khuôn Việt,2021,9,4.9,52,36,2090500,,,,,,
102,103,,5,https://tiki.vn/cua-hang/the-gioi-di-dong-official?source_screen=product_detail&source_engine=organic,Thế Giới Di Động Official,2021,301,4.8,4000,6800,23760250,8.0,0.0,0.0,0.0,1.0,7.0
103,104,,4,https://tiki.vn/cua-hang/venie?source_screen=product_detail&source_engine=organic,Venie,2022,51,4.6,885,83,20741900,636.0,21.0,3.0,17.0,89.0,506.0
104,105,,8,https://tiki.vn/cua-hang/chat-tay-rua-ht?source_screen=product_detail&source_engine=organic,CHẤT TẨY RỬA HT,2018,21,4.5,755,68,429000,692.0,20.0,14.0,41.0,136.0,481.0
105,106,,7,https://tiki.vn/cua-hang/styluk-chau-linh?source_screen=product_detail&source_engine=organic,Styluk Châu Linh,2019,26,4.5,8,7,99000,1.0,0.0,0.0,0.0,0.0,1.0
106,107,,7,https://tiki.vn/cua-hang/oma-baby?source_screen=product_detail&source_engine=organic,OMA Vietnam,2019,38,4.6,351,182,21316000,304.0,7.0,5.0,12.0,45.0,235.0
107,108,,8,https://tiki.vn/cua-hang/handomart?source_screen=product_detail&source_engine=organic,Handomart,2018,247,4.6,3300,356,10881300,2176.0,65.0,25.0,43.0,354.0,1689.0
108,109,,5,https://tiki.vn/cua-hang/ouress-official-store?source_screen=product_detail&source_engine=organic,Kính Mắt Ouress,2021,516,4.7,179,6200,1386530,106.0,2.0,1.0,2.0,14.0,87.0
109,110,,7,https://tiki.vn/cua-hang/phukien360?source_screen=product_detail&source_engine=organic,Phukien360,2019,786,4.1,5900,826,37943330,877.0,65.0,22.0,23.0,174.0,593.0
110,111,,2,https://tiki.vn/cua-hang/travavina-center?source_screen=product_detail&source_engine=organic,TRAVAVINA CENTER,2024,6,4.9,19,16,3819000,15.0,0.0,0.0,0.0,1.0,14.0
111,112,,8,https://tiki.vn/cua-hang/huy-thanh-jewelry-official-?source_screen=product_detail&source_engine=organic,Huy Thanh Jewelry Official,2018,221,4.8,36,258,6504000,5.0,0.0,0.0,0.0,1.0,4.0
112,113,,4,https://tiki.vn/cua-hang/micocah-official-store?source_screen=product_detail&source_engine=organic,MICOCAH Official Store,2022,46,4.9,333,559,477000,130.0,0.0,0.0,0.0,19.0,111.0
113,114,,3,https://tiki.vn/cua-hang/watsons-vietnam-official-store?source_screen=product_detail&source_engine=organic,Watsons Vietnam Official Store,2023,1396,4.8,1300,1800,130991200,833.0,14.0,2.0,11.0,83.0,723.0
114,115,,8,https://tiki.vn/cua-hang/dandihome-viet-nam?source_screen=product_detail&source_engine=organic,DandiHome Việt Nam,2018,88,4.7,8300,2500,8882600,5693.0,77.0,49.0,141.0,751.0,4675.0
115,116,,7,https://tiki.vn/cua-hang/docneem?source_screen=product_detail&source_engine=organic,Docneem,2019,56,4.7,3600,775,6966000,2063.0,56.0,30.0,65.0,347.0,1565.0
116,117,,6,https://tiki.vn/cua-hang/fivestar-official-store?source_screen=product_detail&source_engine=organic,FIVESTAR OFFICIAL STORE,2020,208,4.7,1100,681,33920000,1014.0,25.0,6.0,29.0,113.0,841.0
117,118,,4,https://tiki.vn/cua-hang/archgift-shop?source_screen=product_detail&source_engine=organic,Archgift Shop,2022,375,4.5,424,23,29441400,421.0,18.0,10.0,7.0,99.0,287.0
118,119,,7,https://tiki.vn/cua-hang/kinh-xinh?source_screen=product_detail&source_engine=organic,Kính Xinh,2019,579,4.5,763,151,1137000,239.0,5.0,2.0,8.0,40.0,184.0
119,120,,8,https://tiki.vn/cua-hang/lecxi?source_screen=product_detail&source_engine=organic,Legaxi Official,2018,457,4.5,8700,0,48990000,5164.0,160.0,77.0,314.0,1025.0,3588.0
120,121,,7,https://tiki.vn/cua-hang/mrm-manlywear-official?source_screen=product_detail&source_engine=organic,MRM Manlywear Official,2019,76,4.7,12000,3100,36853000,12234.0,141.0,82.0,332.0,2031.0,9648.0
121,122,,5,https://tiki.vn/cua-hang/pams-hat-dinh-duong?source_screen=product_detail&source_engine=organic,Pams Hat Dinh Duong,2021,18,4.8,471,1100,5202000,326.0,5.0,1.0,7.0,41.0,272.0
122,123,,7,https://tiki.vn/cua-hang/mendoza-shop?source_screen=product_detail&source_engine=organic,Gence Leather,2019,97,4.6,66,151,3925000,9.0,0.0,0.0,0.0,0.0,9.0
123,124,,4,https://tiki.vn/cua-hang/kinh-ap-trong-angel-eyes-lens?source_screen=product_detail&source_engine=organic,Kính áp tròng Angel Eyes Lens,2022,21,4.8,99,144,700000,65.0,1.0,0.0,0.0,9.0,55.0
124,125,,7,https://tiki.vn/cua-hang/highlands-coffee?source_screen=product_detail&source_engine=organic,Highlands Coffee,2019,27,4.8,935,1900,23550000,685.0,13.0,1.0,9.0,63.0,599.0
125,126,,6,https://tiki.vn/cua-hang/miren-tech?source_screen=product_detail&source_engine=organic,MIREN OFFICIAL,2020,5,4.7,1200,124,880000,247.0,12.0,6.0,4.0,22.0,203.0
126,127,,7,https://tiki.vn/cua-hang/giaphucstore?source_screen=product_detail&source_engine=organic,GiaPhucStore,2019,474,4.6,2700,983,205159580,1343.0,47.0,17.0,38.0,202.0,1039.0
127,128,,5,https://tiki.vn/cua-hang/efora-official?source_screen=product_detail&source_engine=organic,EFORA OFFICIAL,2021,64,5.0,1,40,0,,,,,,
128,129,,8,https://tiki.vn/cua-hang/phu-tung-khanh-thy?source_screen=product_detail&source_engine=organic,Phụ Tùng Khánh Thy,2018,63,4.7,328,127,0,319.0,5.0,4.0,9.0,46.0,255.0
129,130,,6,https://tiki.vn/cua-hang/home-sport?source_screen=product_detail&source_engine=organic,Rhino Official Store,2020,102,4.6,2500,740,8388286,1488.0,38.0,22.0,55.0,225.0,1148.0
130,131,,5,https://tiki.vn/cua-hang/timinshop?source_screen=product_detail&source_engine=organic,Timinshop,2021,222,4.5,557,200,8877000,383.0,21.0,8.0,8.0,83.0,263.0
131,132,,7,https://tiki.vn/cua-hang/new-sky-shop-18?source_screen=product_detail&source_engine=organic,New Sky Shop 18,2019,296,4.6,7100,11200,35647799,2262.0,63.0,26.0,51.0,276.0,1846.0
132,133,,8,https://tiki.vn/cua-hang/kiotool-official-store?source_screen=product_detail&source_engine=organic,KIOTOOL Official Store,2018,106,4.5,7400,895,12987500,2959.0,90.0,35.0,122.0,622.0,2090.0
133,134,,6,https://tiki.vn/cua-hang/non-trum?source_screen=product_detail&source_engine=organic,NONTRUM OFFICIAL STORE,2020,69,4.7,1400,4400,221565000,577.0,7.0,2.0,5.0,74.0,489.0
134,135,,8,https://tiki.vn/cua-hang/vi-tinh-le-huy?source_screen=product_detail&source_engine=organic,Vi Tính Lê Huy,2018,505,4.7,13000,0,31305718,4251.0,94.0,37.0,100.0,573.0,3460.0
